Con,Ecg,ecg_filtered,ecg_pow,ecg_pow100
-1.00,2.38,-0.09,-0.00,-0.80
-1.00,2.56,0.02,0.00,0.01
-1.00,2.36,-0.11,-0.00,-1.35
-1.00,2.27,0.05,0.00,0.14
-1.00,1.75,-0.05,-0.00,-0.09
-1.00,1.47,0.15,0.00,3.36
-1.00,1.08,0.06,0.00,0.18
-1.00,0.97,0.09,0.00,0.68
-1.00,0.73,-0.09,-0.00,-0.76
-1.00,0.75,-0.03,-0.00,-0.02
-1.00,0.58,-0.14,-0.00,-2.72
-1.00,0.63,0.01,0.00,0.00
-1.00,0.56,-0.04,-0.00,-0.05
-1.00,0.75,0.08,0.00,0.61
-1.00,0.71,-0.05,-0.00,-0.13
-1.00,0.88,0.06,0.00,0.25
-1.00,1.10,0.04,0.00,0.05
-1.00,1.91,0.15,0.00,3.58
-1.00,1.86,-0.32,-0.03,-33.25
-1.00,1.47,-0.18,-0.01,-5.83
-1.00,0.82,0.07,0.00,0.36
-1.00,1.01,0.49,0.12,120.69
-1.00,1.09,0.11,0.00,1.26
-1.00,1.35,-0.08,-0.00,-0.58
-1.00,1.26,-0.30,-0.03,-27.75
-1.00,1.35,-0.09,-0.00,-0.66
-1.00,1.22,-0.07,-0.00,-0.29
-1.00,1.44,0.15,0.00,3.40
-1.00,1.46,0.01,0.00,0.00
-1.00,1.78,0.09,0.00,0.81
-1.00,1.85,-0.08,-0.00,-0.60
-1.00,2.11,0.02,0.00,0.00
-1.00,2.01,-0.10,-0.00,-1.03
-1.00,2.13,0.08,0.00,0.52
-1.00,1.97,-0.02,-0.00,-0.01
-1.00,2.07,0.11,0.00,1.39
-1.00,1.89,-0.05,-0.00,-0.16
-1.00,1.97,0.06,0.00,0.23
-1.00,1.76,-0.09,-0.00,-0.74
-1.00,1.87,0.06,0.00,0.21
-1.00,1.70,-0.08,-0.00,-0.60
-1.00,1.75,0.04,0.00,0.07
-1.00,1.60,-0.05,-0.00,-0.16
-1.00,1.73,0.08,0.00,0.43
-1.00,1.56,-0.08,-0.00,-0.48
-1.00,1.58,0.04,0.00,0.09
-1.00,1.39,-0.04,-0.00,-0.06
-1.00,1.47,0.09,0.00,0.80
-1.00,1.31,-0.05,-0.00,-0.15
-1.00,1.47,0.07,0.00,0.35
-1.00,1.37,-0.08,-0.00,-0.60
-1.00,1.56,0.05,0.00,0.10
-1.00,1.49,-0.08,-0.00,-0.54
-1.00,1.67,0.06,0.00,0.18
-1.00,1.57,-0.07,-0.00,-0.28
-1.00,1.76,0.09,0.00,0.66
-1.00,1.68,-0.05,-0.00,-0.15
-1.00,1.84,0.06,0.00,0.25
-1.00,1.74,-0.06,-0.00,-0.21
-1.00,1.91,0.07,0.00,0.32
-1.00,1.80,-0.07,-0.00,-0.34
-1.00,1.94,0.06,0.00,0.20
-1.00,1.78,-0.07,-0.00,-0.40
-1.00,1.91,0.08,0.00,0.45
-1.00,1.73,-0.07,-0.00,-0.31
-1.00,1.83,0.07,0.00,0.41
-1.00,1.73,-0.05,-0.00,-0.11
-1.00,1.96,0.08,0.00,0.49
-1.00,1.88,-0.10,-0.00,-1.10
-1.00,1.98,0.01,0.00,0.00
-1.00,1.83,-0.06,-0.00,-0.25
-1.00,1.96,0.10,0.00,1.04
-1.00,1.79,-0.05,-0.00,-0.14
-1.00,1.90,0.08,0.00,0.61
-1.00,1.74,-0.06,-0.00,-0.21
-1.00,1.88,0.07,0.00,0.33
-1.00,1.73,-0.09,-0.00,-0.63
-1.00,1.85,0.05,0.00,0.16
-1.00,1.70,-0.07,-0.00,-0.39
-1.00,1.84,0.07,0.00,0.38
-1.00,1.76,-0.05,-0.00,-0.14
-1.00,1.95,0.06,0.00,0.20
-1.00,1.81,-0.09,-0.00,-0.77
-1.00,1.92,0.06,0.00,0.19
-1.00,1.74,-0.06,-0.00,-0.18
-1.00,1.85,0.10,0.00,0.89
-1.00,1.66,-0.06,-0.00,-0.21
-1.00,1.74,0.07,0.00,0.39
-1.00,1.57,-0.07,-0.00,-0.30
-1.00,1.70,0.07,0.00,0.28
-1.00,1.57,-0.08,-0.00,-0.43
-1.00,1.63,0.03,0.00,0.02
-1.00,1.70,0.00,0.00,0.00
-1.00,2.41,0.16,0.00,4.39
-1.00,2.37,-0.29,-0.02,-23.81
-1.00,1.98,-0.20,-0.01,-7.54
-1.00,1.25,0.01,0.00,0.00
-1.00,1.33,0.48,0.11,110.98
-1.00,1.30,0.13,0.00,2.00
-1.00,1.49,-0.03,-0.00,-0.03
-1.00,1.40,-0.26,-0.02,-17.17
-1.00,1.57,-0.07,-0.00,-0.42
-1.00,1.47,-0.12,-0.00,-1.66
-1.00,1.66,0.09,0.00,0.82
-1.00,1.57,-0.02,-0.00,-0.01
-1.00,1.76,0.12,0.00,1.62
-1.00,1.71,-0.03,-0.00,-0.02
-1.00,1.91,0.07,0.00,0.33
-1.00,1.78,-0.09,-0.00,-0.68
-1.00,1.99,0.08,0.00,0.56
-1.00,1.92,-0.07,-0.00,-0.35
-1.00,2.13,0.06,0.00,0.21
-1.00,2.10,-0.07,-0.00,-0.31
-1.00,2.36,0.06,0.00,0.26
-1.00,2.39,-0.07,-0.00,-0.36
-1.00,2.65,0.04,0.00,0.07
-1.00,2.66,-0.07,-0.00,-0.31
-1.00,2.97,0.08,0.00,0.53
-1.00,3.12,-0.03,-0.00,-0.03
-1.00,3.47,0.04,0.00,0.05
-1.00,3.37,-0.14,-0.00,-2.65
-1.00,3.38,0.04,0.00,0.05
-1.00,3.02,-0.03,-0.00,-0.02
-1.00,2.88,0.15,0.00,3.56
-1.00,2.49,0.01,0.00,0.00
-1.00,2.38,0.09,0.00,0.70
-1.00,2.07,-0.07,-0.00,-0.42
-1.00,1.96,-0.01,-0.00,-0.00
-1.00,1.60,-0.12,-0.00,-1.79
-1.00,1.54,0.05,0.00,0.12
-1.00,1.21,-0.08,-0.00,-0.48
-1.00,0.97,0.02,0.00,0.01
-1.00,0.43,-0.05,-0.00,-0.13
-1.00,0.11,0.12,0.00,1.69
-1.00,0.02,0.13,0.00,2.41
-1.00,0.03,0.00,0.00,0.00
-1.00,0.00,-0.11,-0.00,-1.46
-1.00,0.00,-0.09,-0.00,-0.75
-1.00,0.00,-0.04,-0.00,-0.06
-1.00,0.00,0.01,0.00,0.00
-1.00,0.00,0.04,0.00,0.06
-1.00,0.13,0.08,0.00,0.43
-1.00,0.10,-0.03,-0.00,-0.02
-1.00,0.41,0.09,0.00,0.85
-1.00,0.49,-0.08,-0.00,-0.44
-1.00,0.84,0.03,0.00,0.02
-1.00,1.00,-0.08,-0.00,-0.48
-1.00,1.36,0.03,0.00,0.02
-1.00,1.45,-0.07,-0.00,-0.36
-1.00,1.75,0.07,0.00,0.36
-1.00,1.78,-0.04,-0.00,-0.05
-1.00,2.06,0.09,0.00,0.84
-1.00,2.07,-0.05,-0.00,-0.12
-1.00,2.28,0.06,0.00,0.18
-1.00,2.19,-0.08,-0.00,-0.48
-1.00,2.42,0.08,0.00,0.59
-1.00,2.36,-0.07,-0.00,-0.35
-1.00,2.65,0.08,0.00,0.49
-1.00,3.55,0.16,0.00,4.15
-1.00,4.67,-0.06,-0.00,-0.19
-1.00,4.95,-0.46,-0.10,-98.06
-1.00,4.99,-0.17,-0.01,-5.15
-1.00,5.00,0.18,0.01,5.87
-1.00,5.00,0.29,0.02,23.58
-1.00,5.00,0.20,0.01,7.45
-1.00,5.00,0.06,0.00,0.19
-1.00,5.00,-0.06,-0.00,-0.17
-1.00,4.99,-0.10,-0.00,-1.11
-1.00,5.00,-0.09,-0.00,-0.66
-1.00,5.00,-0.06,-0.00,-0.24
-1.00,5.00,-0.02,-0.00,-0.01
-1.00,5.00,0.00,0.00,0.00
-1.00,5.00,0.02,0.00,0.01
-1.00,4.70,-0.06,-0.00,-0.24
-1.00,3.77,-0.13,-0.00,-2.39
-1.00,3.53,0.34,0.04,39.01
-1.00,3.20,0.13,0.00,2.01
-1.00,3.04,0.01,0.00,0.00
-1.00,2.70,-0.17,-0.01,-5.02
-1.00,2.63,-0.05,-0.00,-0.12
-1.00,2.38,-0.11,-0.00,-1.51
-1.00,2.38,0.04,0.00,0.07
-1.00,2.16,-0.05,-0.00,-0.13
-1.00,2.16,0.08,0.00,0.46
-1.00,1.98,-0.01,-0.00,-0.00
-1.00,2.03,0.09,0.00,0.62
-1.00,1.87,-0.05,-0.00,-0.10
-1.00,1.96,0.06,0.00,0.25
-1.00,1.84,-0.06,-0.00,-0.20
-1.00,2.02,0.06,0.00,0.27
-1.00,1.98,-0.08,-0.00,-0.46
-1.00,2.20,0.04,0.00,0.08
-1.00,2.21,-0.07,-0.00,-0.35
-1.00,2.38,0.03,0.00,0.03
-1.00,2.11,-0.11,-0.00,-1.21
-1.00,2.00,0.08,0.00,0.54
-1.00,1.75,0.05,0.00,0.12
-1.00,1.74,0.12,0.00,1.53
-1.00,1.50,-0.06,-0.00,-0.20
-1.00,1.47,0.01,0.00,0.00
-1.00,1.25,-0.09,-0.00,-0.69
-1.00,1.26,0.02,0.00,0.01
-1.00,1.10,-0.06,-0.00,-0.19
-1.00,1.20,0.06,0.00,0.18
-1.00,1.14,-0.05,-0.00,-0.12
-1.00,1.27,0.03,0.00,0.03
-1.00,1.11,-0.08,-0.00,-0.54
-1.00,1.15,0.06,0.00,0.24
-1.00,0.97,-0.02,-0.00,-0.00
-1.00,0.98,0.08,0.00,0.58
-1.00,0.81,-0.03,-0.00,-0.02
-1.00,0.88,0.06,0.00,0.23
-1.00,0.75,-0.07,-0.00,-0.32
-1.00,0.89,0.04,0.00,0.09
-1.00,0.85,-0.08,-0.00,-0.44
-1.00,1.19,0.08,0.00,0.47
-1.00,1.43,-0.06,-0.00,-0.17
-1.00,1.86,-0.00,-0.00,-0.00
-1.00,1.95,-0.13,-0.00,-2.45
-1.00,2.14,0.03,0.00,0.03
-1.00,2.07,0.00,0.00,0.00
-1.00,2.20,0.14,0.00,3.02
-1.00,2.08,0.00,0.00,0.00
-1.00,2.20,0.09,0.00,0.64
-1.00,2.09,-0.07,-0.00,-0.36
-1.00,2.17,0.01,0.00,0.00
-1.00,2.03,-0.09,-0.00,-0.74
-1.00,2.08,0.03,0.00,0.02
-1.00,1.90,-0.06,-0.00,-0.27
-1.00,1.95,0.07,0.00,0.34
-1.00,1.80,-0.04,-0.00,-0.05
-1.00,1.90,0.06,0.00,0.25
-1.00,1.75,-0.07,-0.00,-0.29
-1.00,1.84,0.05,0.00,0.12
-1.00,1.69,-0.06,-0.00,-0.25
-1.00,1.79,0.07,0.00,0.29
-1.00,1.64,-0.06,-0.00,-0.18
-1.00,1.79,0.08,0.00,0.48
-1.00,1.77,-0.04,-0.00,-0.07
-1.00,1.92,0.02,0.00,0.01
-1.00,1.77,-0.10,-0.00,-0.95
-1.00,1.82,0.05,0.00,0.16
-1.00,1.63,-0.03,-0.00,-0.02
-1.00,1.61,0.08,0.00,0.50
-1.00,1.41,-0.02,-0.00,-0.01
-1.00,1.43,0.07,0.00,0.28
-1.00,1.25,-0.06,-0.00,-0.22
-1.00,1.29,0.03,0.00,0.03
-1.00,1.09,-0.08,-0.00,-0.58
-1.00,1.09,0.03,0.00,0.04
-1.00,1.05,0.01,0.00,0.00
-1.00,1.80,0.21,0.01,9.89
-1.00,2.01,-0.23,-0.01,-12.65
-1.00,1.85,-0.25,-0.02,-16.47
-1.00,1.07,-0.14,-0.00,-2.90
-1.00,1.03,0.44,0.09,87.18
-1.00,1.06,0.26,0.02,18.36
-1.00,1.35,0.06,0.00,0.18
-1.00,1.42,-0.24,-0.01,-13.19
-1.00,1.65,-0.14,-0.00,-2.73
-1.00,1.64,-0.15,-0.00,-3.70
-1.00,1.82,0.06,0.00,0.17
-1.00,1.75,0.00,0.00,0.00
-1.00,1.89,0.13,0.00,2.01
-1.00,1.79,0.00,0.00,0.00
-1.00,1.97,0.10,0.00,0.97
-1.00,1.92,-0.06,-0.00,-0.26
-1.00,2.09,0.03,0.00,0.03
-1.00,2.00,-0.09,-0.00,-0.79
-1.00,2.16,0.04,0.00,0.08
-1.00,2.05,-0.07,-0.00,-0.30
-1.00,2.17,0.07,0.00,0.29
-1.00,2.05,-0.05,-0.00,-0.14
-1.00,2.15,0.07,0.00,0.31
-1.00,2.05,-0.04,-0.00,-0.07
-1.00,2.19,0.06,0.00,0.20
-1.00,2.06,-0.08,-0.00,-0.47
-1.00,2.20,0.06,0.00,0.20
-1.00,2.08,-0.07,-0.00,-0.28
-1.00,2.17,0.05,0.00,0.11
-1.00,2.02,-0.05,-0.00,-0.13
-1.00,2.13,0.08,0.00,0.45
-1.00,2.05,-0.04,-0.00,-0.05
-1.00,2.22,0.05,0.00,0.15
-1.00,2.14,-0.09,-0.00,-0.66
-1.00,2.24,0.03,0.00,0.03
-1.00,2.10,-0.06,-0.00,-0.20
-1.00,2.14,0.06,0.00,0.25
-1.00,2.01,-0.01,-0.00,-0.00
-1.00,2.10,0.07,0.00,0.36
-1.00,1.97,-0.06,-0.00,-0.22
-1.00,2.05,0.04,0.00,0.06
-1.00,1.90,-0.07,-0.00,-0.39
-1.00,1.97,0.05,0.00,0.16
-1.00,1.82,-0.06,-0.00,-0.18
-1.00,1.83,0.04,0.00,0.09
-1.00,1.66,-0.04,-0.00,-0.05
-1.00,1.72,0.07,0.00,0.37
-1.00,1.55,-0.05,-0.00,-0.16
-1.00,1.68,0.06,0.00,0.27
-1.00,1.55,-0.08,-0.00,-0.48
-1.00,1.67,0.04,0.00,0.09
-1.00,1.58,-0.06,-0.00,-0.22
-1.00,1.73,0.06,0.00,0.17
-1.00,1.65,-0.06,-0.00,-0.18
-1.00,1.80,0.06,0.00,0.20
-1.00,1.70,-0.06,-0.00,-0.19
-1.00,1.82,0.06,0.00,0.24
-1.00,1.71,-0.05,-0.00,-0.12
-1.00,1.82,0.06,0.00,0.25
-1.00,1.70,-0.05,-0.00,-0.14
-1.00,1.83,0.06,0.00,0.24
-1.00,1.74,-0.06,-0.00,-0.20
-1.00,1.86,0.04,0.00,0.07
-1.00,1.77,-0.06,-0.00,-0.24
-1.00,1.88,0.05,0.00,0.11
-1.00,1.79,-0.05,-0.00,-0.11
-1.00,1.85,0.04,0.00,0.08
-1.00,1.72,-0.04,-0.00,-0.06
-1.00,1.91,0.10,0.00,0.94
-1.00,1.83,-0.07,-0.00,-0.40
-1.00,1.94,0.02,0.00,0.01
-1.00,1.79,-0.07,-0.00,-0.37
-1.00,1.86,0.07,0.00,0.31
-1.00,1.72,-0.03,-0.00,-0.04
-1.00,1.83,0.08,0.00,0.45
-1.00,1.73,-0.05,-0.00,-0.14
-1.00,1.87,0.04,0.00,0.09
-1.00,1.80,-0.07,-0.00,-0.31
-1.00,1.93,0.03,0.00,0.03
-1.00,1.83,-0.06,-0.00,-0.26
-1.00,2.13,0.12,0.00,1.56
-1.00,2.68,0.07,0.00,0.40
-1.00,2.98,-0.15,-0.00,-3.72
-1.00,2.43,-0.34,-0.04,-38.76
-1.00,1.84,0.07,0.00,0.30
-1.00,1.60,0.37,0.05,52.04
-1.00,1.80,0.31,0.03,30.45
-1.00,1.73,-0.13,-0.00,-2.24
-1.00,1.86,-0.15,-0.00,-3.19
-1.00,1.78,-0.21,-0.01,-9.32
-1.00,1.92,-0.01,-0.00,-0.00
-1.00,1.80,-0.06,-0.00,-0.19
-1.00,1.89,0.10,0.00,0.92
-1.00,1.73,0.00,0.00,0.00
-1.00,1.80,0.11,0.00,1.34
-1.00,1.67,-0.02,-0.00,-0.01
-1.00,1.83,0.08,0.00,0.42
-1.00,1.68,-0.10,-0.00,-1.10
-1.00,1.82,0.04,0.00,0.08
-1.00,1.78,-0.06,-0.00,-0.19
-1.00,1.97,0.04,0.00,0.07
-1.00,1.91,-0.08,-0.00,-0.49
-1.00,2.05,0.05,0.00,0.11
-1.00,1.94,-0.05,-0.00,-0.14
-1.00,2.07,0.08,0.00,0.60
-1.00,1.98,-0.03,-0.00,-0.04
-1.00,2.09,0.05,0.00,0.13
-1.00,1.96,-0.06,-0.00,-0.23
-1.00,1.96,0.03,0.00,0.02
-1.00,1.76,-0.04,-0.00,-0.05
-1.00,1.80,0.08,0.00,0.47
-1.00,1.66,-0.04,-0.00,-0.07
-1.00,1.76,0.05,0.00,0.13
-1.00,1.63,-0.08,-0.00,-0.56
-1.00,1.73,0.03,0.00,0.03
-1.00,1.63,-0.06,-0.00,-0.17
-1.00,1.79,0.07,0.00,0.30
-1.00,1.70,-0.06,-0.00,-0.27
-1.00,1.80,0.04,0.00,0.09
-1.00,1.70,-0.04,-0.00,-0.08
-1.00,1.82,0.08,0.00,0.43
-1.00,1.75,-0.04,-0.00,-0.06
-1.00,1.87,0.04,0.00,0.07
-1.00,1.77,-0.06,-0.00,-0.20
-1.00,1.90,0.05,0.00,0.15
-1.00,1.77,-0.07,-0.00,-0.30
-1.00,1.84,0.05,0.00,0.15
-1.00,1.65,-0.06,-0.00,-0.20
-1.00,1.65,0.06,0.00,0.27
-1.00,1.52,-0.01,-0.00,-0.00
-1.00,1.63,0.07,0.00,0.28
-1.00,1.55,-0.07,-0.00,-0.37
-1.00,1.67,0.02,0.00,0.00
-1.00,1.60,-0.07,-0.00,-0.29
-1.00,1.75,0.05,0.00,0.10
-1.00,1.65,-0.06,-0.00,-0.24
-1.00,1.77,0.07,0.00,0.32
-1.00,1.69,-0.03,-0.00,-0.03
-1.00,1.83,0.07,0.00,0.32
-1.00,1.72,-0.06,-0.00,-0.26
-1.00,1.79,0.04,0.00,0.09
-1.00,1.70,-0.04,-0.00,-0.05
-1.00,1.79,0.05,0.00,0.14
-1.00,1.72,-0.04,-0.00,-0.08
-1.00,1.88,0.05,0.00,0.15
-1.00,1.82,-0.07,-0.00,-0.40
-1.00,1.95,0.03,0.00,0.03
-1.00,1.86,-0.06,-0.00,-0.19
-1.00,2.00,0.07,0.00,0.37
-1.00,1.91,-0.05,-0.00,-0.10
-1.00,2.02,0.06,0.00,0.19
-1.00,1.88,-0.06,-0.00,-0.21
-1.00,1.94,0.06,0.00,0.19
-1.00,1.80,-0.04,-0.00,-0.06
-1.00,1.92,0.07,0.00,0.34
-1.00,1.81,-0.07,-0.00,-0.29
-1.00,1.89,0.03,0.00,0.03
-1.00,1.70,-0.08,-0.00,-0.47
-1.00,1.70,0.05,0.00,0.17
-1.00,1.49,-0.03,-0.00,-0.03
-1.00,1.59,0.10,0.00,1.12
-1.00,1.53,-0.04,-0.00,-0.08
-1.00,1.67,0.02,0.00,0.00
-1.00,1.59,-0.09,-0.00,-0.82
-1.00,1.73,0.04,0.00,0.05
-1.00,1.61,-0.06,-0.00,-0.23
-1.00,1.79,0.09,0.00,0.85
-1.00,2.24,0.10,0.00,1.12
-1.00,2.72,-0.04,-0.00,-0.08
-1.00,2.49,-0.31,-0.03,-29.72
-1.00,1.93,-0.10,-0.00,-1.12
-1.00,1.50,0.23,0.01,12.97
-1.00,1.59,0.39,0.06,58.04
-1.00,1.50,-0.00,-0.00,-0.00
-1.00,1.61,-0.08,-0.00,-0.59
-1.00,1.50,-0.22,-0.01,-11.11
-1.00,1.59,-0.05,-0.00,-0.16
-1.00,1.48,-0.08,-0.00,-0.54
-1.00,1.57,0.08,0.00,0.53
-1.00,1.46,-0.00,-0.00,-0.00
-1.00,1.56,0.10,0.00,0.92
-1.00,1.46,-0.03,-0.00,-0.02
-1.00,1.58,0.07,0.00,0.30
-1.00,1.52,-0.05,-0.00,-0.13
-1.00,1.68,0.04,0.00,0.07
-1.00,1.66,-0.06,-0.00,-0.25
-1.00,1.80,0.02,0.00,0.01
-1.00,1.73,-0.06,-0.00,-0.22
-1.00,1.87,0.06,0.00,0.26
-1.00,1.75,-0.05,-0.00,-0.15
-1.00,1.86,0.07,0.00,0.42
-1.00,1.83,-0.02,-0.00,-0.01
-1.00,1.99,0.04,0.00,0.09
-1.00,1.87,-0.09,-0.00,-0.85
-1.00,1.91,0.03,0.00,0.03
-1.00,1.73,-0.04,-0.00,-0.08
-1.00,1.74,0.08,0.00,0.44
-1.00,1.53,-0.03,-0.00,-0.03
-1.00,1.55,0.07,0.00,0.30
-1.00,1.42,-0.04,-0.00,-0.08
-1.00,1.54,0.04,0.00,0.08
-1.00,1.47,-0.08,-0.00,-0.51
-1.00,1.61,0.02,0.00,0.01
-1.00,1.54,-0.07,-0.00,-0.38
-1.00,1.68,0.05,0.00,0.16
-1.00,1.61,-0.04,-0.00,-0.06
-1.00,1.74,0.07,0.00,0.28
-1.00,1.64,-0.04,-0.00,-0.08
-1.00,1.76,0.07,0.00,0.29
-1.00,1.68,-0.04,-0.00,-0.08
-1.00,1.79,0.05,0.00,0.11
-1.00,1.70,-0.06,-0.00,-0.23
-1.00,1.80,0.05,0.00,0.09
-1.00,1.70,-0.06,-0.00,-0.18
-1.00,1.80,0.05,0.00,0.15
-1.00,1.68,-0.05,-0.00,-0.17
-1.00,1.78,0.06,0.00,0.21
-1.00,1.67,-0.05,-0.00,-0.13
-1.00,1.76,0.05,0.00,0.11
-1.00,1.63,-0.06,-0.00,-0.22
-1.00,1.68,0.05,0.00,0.11
-1.00,1.58,-0.03,-0.00,-0.02
-1.00,1.74,0.07,0.00,0.34
-1.00,1.64,-0.08,-0.00,-0.48
-1.00,1.75,0.03,0.00,0.03
-1.00,1.66,-0.06,-0.00,-0.18
-1.00,1.78,0.06,0.00,0.24
-1.00,1.69,-0.05,-0.00,-0.09
-1.00,1.78,0.05,0.00,0.14
-1.00,1.69,-0.04,-0.00,-0.08
-1.00,1.81,0.06,0.00,0.21
-1.00,1.67,-0.07,-0.00,-0.32
-1.00,1.78,0.06,0.00,0.22
-1.00,1.66,-0.05,-0.00,-0.15
-1.00,1.77,0.06,0.00,0.17
-1.00,1.67,-0.05,-0.00,-0.16
-1.00,1.76,0.04,0.00,0.08
-1.00,1.63,-0.06,-0.00,-0.20
-1.00,1.74,0.07,0.00,0.29
-1.00,1.63,-0.05,-0.00,-0.15
-1.00,1.67,0.03,0.00,0.04
-1.00,1.47,-0.06,-0.00,-0.22
-1.00,1.50,0.08,0.00,0.45
-1.00,1.34,-0.03,-0.00,-0.02
-1.00,1.48,0.07,0.00,0.40
-1.00,1.47,-0.05,-0.00,-0.15
-1.00,1.63,-0.00,-0.00,-0.00
-1.00,1.61,-0.08,-0.00,-0.56
-1.00,1.82,0.05,0.00,0.13
-1.00,1.79,-0.05,-0.00,-0.15
-1.00,1.96,0.06,0.00,0.21
-1.00,1.89,-0.04,-0.00,-0.06
-1.00,2.05,0.08,0.00,0.49
-1.00,2.02,-0.03,-0.00,-0.03
-1.00,2.17,0.04,0.00,0.08
-1.00,2.04,-0.08,-0.00,-0.51
-1.00,2.21,0.07,0.00,0.41
-1.00,2.65,0.09,0.00,0.74
-1.00,3.10,-0.06,-0.00,-0.25
-1.00,2.82,-0.32,-0.03,-31.91
-1.00,2.21,-0.09,-0.00,-0.83
-1.00,1.85,0.28,0.02,21.38
-1.00,1.99,0.37,0.05,51.37
-1.00,1.92,-0.03,-0.00,-0.04
-1.00,2.01,-0.11,-0.00,-1.44
-1.00,1.90,-0.21,-0.01,-9.31
-1.00,1.95,-0.05,-0.00,-0.10
-1.00,1.78,-0.06,-0.00,-0.19
-1.00,1.85,0.10,0.00,1.12
-1.00,1.74,0.01,0.00,0.00
-1.00,1.87,0.09,0.00,0.71
-1.00,1.74,-0.06,-0.00,-0.20
-1.00,1.85,0.05,0.00,0.13
-1.00,1.78,-0.05,-0.00,-0.12
-1.00,1.92,0.04,0.00,0.09
-1.00,1.81,-0.07,-0.00,-0.37
-1.00,1.96,0.06,0.00,0.19
-1.00,1.91,-0.04,-0.00,-0.08
-1.00,2.05,0.05,0.00,0.10
-1.00,1.96,-0.06,-0.00,-0.26
-1.00,2.09,0.06,0.00,0.18
-1.00,1.94,-0.06,-0.00,-0.25
-1.00,1.99,0.06,0.00,0.26
-1.00,1.86,-0.03,-0.00,-0.02
-1.00,1.94,0.06,0.00,0.24
-1.00,1.75,-0.08,-0.00,-0.43
-1.00,1.71,0.03,0.00,0.02
-1.00,1.45,-0.04,-0.00,-0.08
-1.00,1.39,0.07,0.00,0.32
-1.00,1.19,-0.02,-0.00,-0.01
-1.00,1.23,0.06,0.00,0.22
-1.00,1.15,-0.05,-0.00,-0.17
-1.00,1.32,0.03,0.00,0.02
-1.00,1.18,-0.13,-0.00,-2.03
-1.00,1.28,0.04,0.00,0.07
-1.00,1.21,-0.01,-0.00,-0.00
-1.00,1.38,0.08,0.00,0.61
-1.00,1.36,-0.04,-0.00,-0.05
-1.00,1.52,0.04,0.00,0.05
-1.00,1.46,-0.06,-0.00,-0.22
-1.00,1.61,0.05,0.00,0.15
-1.00,1.58,-0.04,-0.00,-0.05
-1.00,1.68,0.03,0.00,0.03
-1.00,1.57,-0.05,-0.00,-0.09
-1.00,1.67,0.06,0.00,0.26
-1.00,1.60,-0.03,-0.00,-0.03
-1.00,1.73,0.05,0.00,0.10
-1.00,1.63,-0.07,-0.00,-0.38
-1.00,1.71,0.03,0.00,0.04
-1.00,1.57,-0.05,-0.00,-0.14
-1.00,1.68,0.07,0.00,0.42
-1.00,1.59,-0.04,-0.00,-0.08
-1.00,1.72,0.05,0.00,0.10
-1.00,1.66,-0.06,-0.00,-0.19
-1.00,1.82,0.04,0.00,0.08
-1.00,1.75,-0.06,-0.00,-0.26
-1.00,1.86,0.04,0.00,0.06
-1.00,1.70,-0.06,-0.00,-0.22
-1.00,1.77,0.08,0.00,0.57
-1.00,1.65,-0.02,-0.00,-0.01
-1.00,1.75,0.06,0.00,0.27
-1.00,1.65,-0.06,-0.00,-0.23
-1.00,1.78,0.04,0.00,0.07
-1.00,1.70,-0.07,-0.00,-0.37
-1.00,1.83,0.04,0.00,0.07
-1.00,1.82,-0.04,-0.00,-0.05
-1.00,2.01,0.05,0.00,0.09
-1.00,2.02,-0.05,-0.00,-0.14
-1.00,2.17,0.03,0.00,0.02
-1.00,2.07,-0.06,-0.00,-0.19
-1.00,2.15,0.06,0.00,0.25
-1.00,1.99,-0.03,-0.00,-0.02
-1.00,2.07,0.09,0.00,0.65
-1.00,1.94,-0.04,-0.00,-0.07
-1.00,2.01,0.04,0.00,0.07
-1.00,1.87,-0.07,-0.00,-0.38
-1.00,1.92,0.03,0.00,0.03
-1.00,1.75,-0.06,-0.00,-0.22
-1.00,1.78,0.05,0.00,0.14
-1.00,1.62,-0.04,-0.00,-0.06
-1.00,1.59,0.04,0.00,0.05
-1.00,1.32,-0.05,-0.00,-0.15
-1.00,1.28,0.07,0.00,0.38
-1.00,0.98,-0.05,-0.00,-0.10
-1.00,0.87,0.05,0.00,0.16
-1.00,0.99,0.08,0.00,0.44
-1.00,1.43,0.05,0.00,0.11
-1.00,1.10,-0.34,-0.04,-38.80
-1.00,0.50,-0.15,-0.00,-3.20
-1.00,0.13,0.22,0.01,10.38
-1.00,0.10,0.30,0.03,25.98
-1.00,0.05,0.05,0.00,0.10
-1.00,0.15,-0.07,-0.00,-0.31
-1.00,0.04,-0.20,-0.01,-7.65
-1.00,0.01,-0.07,-0.00,-0.36
-1.00,0.00,0.00,0.00,0.00
-1.00,0.00,0.04,0.00,0.05
-1.00,0.00,0.04,0.00,0.05
-1.00,0.00,0.03,0.00,0.02
-1.00,0.00,0.01,0.00,0.00
-1.00,0.00,0.00,0.00,0.00
-1.00,0.00,-0.00,-0.00,-0.00
-1.00,0.00,-0.00,-0.00,-0.00
-1.00,0.00,-0.01,-0.00,-0.00
-1.00,0.00,-0.00,-0.00,-0.00
-1.00,0.00,-0.00,-0.00,-0.00
-1.00,0.00,-0.00,-0.00,-0.00
-1.00,0.00,-0.00,-0.00,-0.00
-1.00,0.00,0.00,0.00,0.00
-1.00,0.00,0.00,0.00,0.00
